"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...1836","or/portland/KPDX","2022-11-24","55","33","40.06","0.00","34.41","40","31","34.41","15","10","30.35","9h 10m"
"X2...1837","or/portland/KPDX","2022-11-25","44","37","40.42","0.00","37.74","41","35","37.74","8","10","30.43","9h 8m"
"X2...1838","or/portland/KPDX","2022-11-26","48","42","44.88","0.39","39.52","41","37","39.52","10","10","30.48","9h 6m"
"X2...1839","or/portland/KPDX","2022-11-27","47","42","44.9","0.00","40.23","43","37","40.23","25","10","30.19","9h 5m"
"X2...1840","or/portland/KPDX","2022-11-28","47","34","40.72","0.41","34","38","31","34","10","10","30.03","9h 3m"
"X2...1841","or/portland/KPDX","2022-11-29","47","34","39.24","0.00","34.76","39","31","34.76","16","10","30.06","9h 1m"
"X2...1842","or/portland/KPDX","2022-11-30","48","42","45","0.72","39.59","43","36","39.59","29","10","29.56","8h 59m"
"X2...1843","or/portland/KPDX","2022-12-01","43","35","39.18","0.36","32.61","35","30","32.61","15","10","30","8h 58m"
"X2...1844","or/portland/KPDX","2022-12-02","44","36","40.24","0.00","29.72","32","27","29.72","21","10","30.09","8h 56m"
"X2...1845","or/portland/KPDX","2022-12-03","46","38","41.46","0.03","22.75","28","20","22.75","25","10","30.04","8h 55m"
"X2...1846","or/portland/KPDX","2022-12-04","41","34","36.44","0.00","28.41","32","20","28.41","30","10","30.01","8h 53m"
"X2...1847","or/portland/KPDX","2022-12-05","43","32","36.85","0.14","30.89","34","29","30.89","9","10","30.09","8h 52m"
"X2...1848","or/portland/KPDX","2022-12-06","43","36","39.44","0.00","34.56","38","30","34.56","8","10","30.19","8h 51m"
"X2...1849","or/portland/KPDX","2022-12-07","42","39","40.59","0.00","35.16","38","30","35.16","17","10","30.19","8h 50m"
"X2...1850","or/portland/KPDX","2022-12-08","42","36","37.38","0.04","33.62","38","30","33.62","20","10","30.02","8h 48m"
"X2...1851","or/portland/KPDX","2022-12-09","43","40","40.92","0.34","36.76","38","36","36.76","20","10","30.01","8h 47m"
"X2...1852","or/portland/KPDX","2022-12-10","47","42","43.43","0.89","39.5","42","38","39.5","15","10","29.56","8h 46m"
"X2...1853","or/portland/KPDX","2022-12-11","46","39","42.63","0.39","39.14","41","37","39.14","9","10","29.89","8h 46m"
"X2...1854","or/portland/KPDX","2022-12-12","47","34","42.58","0.00","37.31","39","31","37.31","8","10","30.15","8h 45m"
"X2...1855","or/portland/KPDX","2022-12-13","41","31","36.26","0.00","33.37","36","29","33.37","6","9","30.27","8h 44m"
"X2...1856","or/portland/KPDX","2022-12-14","47","33","39.61","0.00","34.58","36","29","34.58","8","10","30.44","8h 43m"
"X2...1857","or/portland/KPDX","2022-12-15","45","27","35.15","0.00","28.85","34","24","28.85","8","10","30.45","8h 43m"
"X2...1858","or/portland/KPDX","2022-12-16","42","28","35.88","0.00","26.04","28","24","26.04","10","10","30.42","8h 42m"
"X2...1859","or/portland/KPDX","2023-10-27","55","39","44.56","0.00","35.15","40","29","35.15","13","10","30.41","10h 23m"
"X2...1860","or/portland/KPDX","2023-10-28","56","31","44","0.00","25.38","32","18","25.38","20","10","30.48","10h 20m"
"X2...1861","or/portland/KPDX","2023-10-29","59","35","46.68","0.00","28.68","34","24","28.68","18","10","30.45","10h 17m"
"X2...1862","or/portland/KPDX","2023-10-30","60","32","46.88","0.00","30","35","28","30","20","10","30.33","10h 14m"
"X2...1863","or/portland/KPDX","2023-10-31","60","38","48.88","0.00","33.58","35","32","33.58","15","10","30.21","10h 11m"
"X2...1864","or/portland/KPDX","2023-11-01","54","48","49.63","0.00","40.26","45","34","40.26","14","10","30.14","10h 8m"
"X2...1865","or/portland/KPDX","2023-11-02","68","50","57.96","0.71","50.48","58","45","50.48","20","10","30.15","10h 5m"
"X2...1866","or/portland/KPDX","2023-11-03","60","47","52.95","0.00","49.45","54","45","49.45","17","10","30.15","10h 2m"
"X2...1867","or/portland/KPDX","2023-11-04","67","55","60.62","1.03","54.79","59","50","54.79","17","10","29.88","10h 0m"
"X2...1868","or/portland/KPDX","2023-11-05","64","53","55.47","0.25","50.25","52","49","50.25","13","10","29.91","9h 57m"
"X2...1869","or/portland/KPDX","2023-11-06","58","53","54.4","1.11","48.3","50","46","48.3","16","10","29.84","9h 54m"
"X2...1870","or/portland/KPDX","2023-11-07","59","48","53.19","0.74","45.42","47","41","45.42","12","10","30.38","9h 51m"
"X2...1871","or/portland/KPDX","2023-11-08","54","41","46.88","0.10","42.8","46","38","42.8","8","10","30.46","9h 49m"
"X2...1872","or/portland/KPDX","2023-11-09","53","37","44.05","0.00","39.4","45","35","39.4","14","10","30.25","9h 46m"
"X2...1873","or/portland/KPDX","2023-11-10","55","49","51.32","0.16","44.32","45","42","44.32","12","10","30.19","9h 43m"
"X2...1874","or/portland/KPDX","2023-11-11","56","51","53.34","0.00","45.97","48","40","45.97","18","10","30.15","9h 41m"
"X2...1875","or/portland/KPDX","2023-11-12","56","48","52.18","0.19","45.11","49","42","45.11","17","10","30.1","9h 38m"
"X2...1876","or/portland/KPDX","2023-11-13","57","43","50.97","0.13","44.83","48","38","44.83","9","10","30.07","9h 36m"
"X2...1877","or/portland/KPDX","2023-11-14","55","41","47.46","0.01","38.25","41","35","38.25","8","10","30.03","9h 33m"
"X2...1878","or/portland/KPDX","2023-11-15","52","45","49","0.01","44.34","47","39","44.34","10","10","29.96","9h 31m"
"X2...1879","or/portland/KPDX","2023-11-16","53","40","46.31","0.01","36.96","40","34","36.96","14","10","30.09","9h 28m"
"X2...1880","or/portland/KPDX","2023-11-17","55","37","42.42","0.00","36.79","40","34","36.79","14","10","30.09","9h 26m"
"X2...1881","or/portland/KPDX","2023-11-18","52","41","46.64","0.00","38.18","43","35","38.18","14","10","29.9","9h 24m"
"X2...1882","or/portland/KPDX","2023-11-19","55","39","47","0.32","40.08","43","37","40.08","13","10","30.53","9h 21m"
"X2...1883","or/portland/KPDX","2023-11-20","50","40","42.86","0.02","38.17","40","36","38.17","9","10","30.53","9h 19m"
"X2...1884","or/portland/KPDX","2023-11-21","55","44","49.33","0.00","36.71","42","34","36.71","17","10","30.3","9h 17m"
"X2...1885","or/portland/KPDX","2023-11-22","53","44","48.74","0.11","44.11","46","39","44.11","10","10","30.34","9h 15m"
"X2...1886","or/portland/KPDX","2023-11-23","53","39","44.33","0.11","36.77","39","34","36.77","10","10","30.35","9h 13m"
"X2...1887","or/portland/KPDX","2023-11-24","52","30","36.76","0.00","31.22","35","28","31.22","7","10","30.37","9h 11m"
"X2...1888","or/portland/KPDX","2023-11-25","52","29","35.27","0.00","30.2","36","26","30.2","8","10","30.36","9h 9m"
"X2...1889","or/portland/KPDX","2023-11-26","51","30","39.07","0.00","30.5","35","28","30.5","13","10","30.26","9h 7m"
"X2...1890","or/portland/KPDX","2023-11-27","48","29","39.33","0.00","28.21","31","26","28.21","16","10","30.21","9h 5m"
"X2...1891","or/portland/KPDX","2023-11-28","46","29","37.58","0.00","27.42","30","24","27.42","13","10","30.21","9h 3m"
"X2...1892","or/portland/KPDX","2023-11-29","40","28","35.46","0.00","27.63","30","23","27.63","3","10","30.15","9h 1m"
"X2...1893","or/portland/KPDX","2023-11-30","40","37","38.1","0.00","31.28","34","28","31.28","14","10","30","9h 0m"
"X2...1894","or/portland/KPDX","2023-12-01","51","38","46.12","0.29","40.88","44","34","40.88","15","10","29.91","8h 58m"
"X2...1895","or/portland/KPDX","2023-12-02","52","47","49.18","0.59","43.64","45","41","43.64","25","10","29.92","8h 57m"
"X2...1896","or/portland/KPDX","2023-12-03","60","46","51.95","0.97","48.79","55","43","48.79","14","10","30.06","8h 55m"
"X2...1897","or/portland/KPDX","2023-12-04","67","57","60.7","0.74","53.11","55","52","53.11","17","10","30.03","8h 54m"
"X2...1898","or/portland/KPDX","2023-12-05","63","58","59.76","0.23","55.07","56","54","55.07","12","10","29.99","8h 52m"
"X2...1899","or/portland/KPDX","2023-12-06","59","49","52.51","1.66","48.77","53","43","48.77","15","10","29.89","8h 51m"
"X2...1900","or/portland/KPDX","2023-12-07","50","44","48.07","1.35","41.07","44","38","41.07","21","10","30.16","8h 50m"
"X2...1901","or/portland/KPDX","2023-12-08","49","39","43.58","0.06","37.46","39","35","37.46","9","10","30.43","8h 49m"
"X2...1902","or/portland/KPDX","2023-12-09","44","36","41.29","0.00","35.61","39","32","35.61","17","10","30.38","8h 48m"
"X2...1903","or/portland/KPDX","2023-12-10","54","43","49.93","0.65","46.29","49","40","46.29","16","10","30.18","8h 47m"
"X2...1904","or/portland/KPDX","2023-12-11","52","41","48.15","0.64","44.45","48","38","44.45","7","10","30.18","8h 46m"
"X2...1905","or/portland/KPDX","2023-12-12","53","37","43.57","0.00","36.81","41","34","36.81","25","10","30.21","8h 45m"
"X2...1906","or/portland/KPDX","2023-12-13","54","48","49.88","0.00","34.92","36","34","34.92","24","10","30.1","8h 44m"
"X2...1907","or/portland/KPDX","2023-12-14","51","43","47.36","0.00","39.04","43","35","39.04","16","10","30.21","8h 44m"
"X2...1908","or/portland/KPDX","2023-12-15","52","38","45","0.01","35.58","39","33","35.58","16","10","30.24","8h 43m"
"X2...1909","or/portland/KPDX","2023-12-16","50","30","39.04","0.00","32.46","36","28","32.46","6","10","30.18","8h 42m"
"X2...1910","or/portland/KPDX","2024-10-27","61","51","56.44","0.74","50.03","57","46","50.03","17","10","29.95","10h 20m"
"X2...1911","or/portland/KPDX","2024-10-28","59","50","52.64","0.10","46.36","48","44","46.36","10","10","30.08","10h 18m"
"X2...1912","or/portland/KPDX","2024-10-29","57","46","50.85","0.31","43.67","47","39","43.67","10","10","30.15","10h 15m"
"X2...1913","or/portland/KPDX","2024-10-30","51","47","48.06","0.00","41.66","46","37","41.66","17","10","29.99","10h 12m"
"X2...1914","or/portland/KPDX","2024-10-31","53","45","49.22","0.45","44.64","48","41","44.64","12","10","29.92","10h 9m"
"X2...1915","or/portland/KPDX","2024-11-01","58","50","53.53","0.42","47.69","49","45","47.69","22","10","29.8","10h 6m"
"X2...1916","or/portland/KPDX","2024-11-02","55","49","52.04","0.22","46.25","49","44","46.25","13","10","29.92","10h 3m"
"X2...1917","or/portland/KPDX","2024-11-03","59","51","54.04","0.18","44.24","46","42","44.24","12","10","30.28","10h 0m"
"X2...1918","or/portland/KPDX","2024-11-04","58","48","51.96","0.01","43.59","49","40","43.59","22","10","30.29","9h 58m"
"X2...1919","or/portland/KPDX","2024-11-05","54","45","49.54","0.07","43.43","46","39","43.43","7","10","30.38","9h 55m"
"X2...1920","or/portland/KPDX","2024-11-06","58","43","48","0.11","41.73","45","39","41.73","8","10","30.39","9h 52m"
"X2...1921","or/portland/KPDX","2024-11-07","62","38","50.2","0.00","37.6","43","34","37.6","9","10","30.23","9h 49m"
"X2...1922","or/portland/KPDX","2024-11-08","60","44","51.96","0.00","37.88","40","36","37.88","10","10","30.19","9h 47m"
"X2...1923","or/portland/KPDX","2024-11-09","56","47","51.13","0.00","42.42","46","39","42.42","9","10","30","9h 44m"
"X2...1924","or/portland/KPDX","2024-11-10","57","48","52.25","0.00","45.29","48","42","45.29","13","10","30","9h 41m"
"X2...1925","or/portland/KPDX","2024-11-11","54","50","52.03","0.28","46.57","49","45","46.57","16","10","29.94","9h 39m"
"X2...1926","or/portland/KPDX","2024-11-12","56","49","52.12","0.52","45.6","48","44","45.6","16","10","30.04","9h 36m"
"X2...1927","or/portland/KPDX","2024-11-13","56","51","52.52","0.30","46.45","49","44","46.45","20","10","29.78","9h 34m"
"X2...1928","or/portland/KPDX","2024-11-14","54","45","50.37","0.52","44.68","46","42","44.68","22","10","30.02","9h 31m"
"X2...1929","or/portland/KPDX","2024-11-15","51","42","45.1","0.15","39.45","43","37","39.45","6","10","30.15","9h 29m"
"X2...1930","or/portland/KPDX","2024-11-16","50","36","43.72","0.00","39.31","45","34","39.31","15","10","30.15","9h 27m"
"X2...1931","or/portland/KPDX","2024-11-17","54","48","51.36","0.30","45.2","49","39","45.2","20","10","29.75","9h 24m"
"X2...1932","ut/salt-lake-city/KSLC","2019-10-27","41","31","34.5","0.00","24.85","30","13","24.85","17","10","25.8","10h 39m"
"X2...1933","ut/salt-lake-city/KSLC","2019-10-28","40","22","31.71","0.03","12.75","25","8","12.75","17","10","25.84","10h 36m"
"X2...1934","ut/salt-lake-city/KSLC","2019-10-29","34","19","27.13","0.00","15.03","27","2","15.03","18","10","25.99","10h 34m"
"X2...1935","ut/salt-lake-city/KSLC","2019-10-30","33","16","23.38","0.00","4.67","11","2","4.67","8","10","26.15","10h 31m"
"X2...1936","ut/salt-lake-city/KSLC","2019-10-31","44","21","30.58","0.00","11","18","6","11","9","10","26.13","10h 29m"
"X2...1937","ut/salt-lake-city/KSLC","2019-11-01","46","25","34.17","0.00","16.71","21","12","16.71","10","10","26.09","10h 26m"
"X2...1938","ut/salt-lake-city/KSLC","2019-11-02","51","27","36.71","0.00","19.08","26","16","19.08","8","10","26.09","10h 24m"
"X2...1939","ut/salt-lake-city/KSLC","2019-11-03","56","28","39.6","0.00","21.68","30","17","21.68","7","10","25.9","10h 22m"
"X2...1940","ut/salt-lake-city/KSLC","2019-11-04","56","31","42.13","0.00","25.63","27","23","25.63","9","10","25.9","10h 19m"
"X2...1941","ut/salt-lake-city/KSLC","2019-11-05","61","34","45.46","0.00","27.96","31","25","27.96","9","10","25.94","10h 17m"
"X2...1942","ut/salt-lake-city/KSLC","2019-11-06","62","36","46.96","0.00","28.13","32","25","28.13","9","10","25.9","10h 15m"
"X2...1943","ut/salt-lake-city/KSLC","2019-11-07","60","34","44.79","0.00","27.58","30","25","27.58","10","10","26","10h 12m"
"X2...1944","ut/salt-lake-city/KSLC","2019-11-08","62","34","45.54","0.00","28.04","32","25","28.04","7","10","26.06","10h 10m"
"X2...1945","ut/salt-lake-city/KSLC","2019-11-09","61","33","44.75","0.00","28.08","32","24","28.08","7","10","25.98","10h 8m"
"X2...1946","ut/salt-lake-city/KSLC","2019-11-10","61","30","45.71","0.00","26.75","32","23","26.75","10","10","25.85","10h 6m"
"X2...1947","ut/salt-lake-city/KSLC","2019-11-11","54","36","43.46","0.00","25.5","33","15","25.5","14","10","26.01","10h 4m"
"X2...1948","ut/salt-lake-city/KSLC","2019-11-12","56","31","42.08","0.00","24.79","32","20","24.79","9","10","26","10h 1m"
"X2...1949","ut/salt-lake-city/KSLC","2019-11-13","60","37","46.21","0.00","28.75","32","25","28.75","8","10","25.84","9h 59m"
"X2...1950","ut/salt-lake-city/KSLC","2019-11-14","61","37","46.32","0.00","30.28","34","28","30.28","9","10","25.88","9h 57m"
"X2...1951","ut/salt-lake-city/KSLC","2019-11-15","63","37","47.08","0.00","32.88","37","30","32.88","10","10","25.84","9h 55m"
"X2...1952","ut/salt-lake-city/KSLC","2019-11-16","57","37","45.71","0.00","30.21","32","28","30.21","14","10","25.98","9h 53m"
"X2...1953","ut/salt-lake-city/KSLC","2019-11-17","57","34","44.21","0.00","28.46","34","25","28.46","9","10","26.01","9h 51m"
"X2...1954","ut/salt-lake-city/KSLC","2019-11-18","60","32","44.54","0.00","28.5","33","25","28.5","8","10","25.9","9h 49m"
"X2...1955","ut/salt-lake-city/KSLC","2019-11-19","57","33","44.33","0.00","32.33","36","29","32.33","9","10","25.59","9h 47m"
"X2...1956","ut/salt-lake-city/KSLC","2019-11-20","49","41","44.13","0.02","38.88","42","32","38.88","8","10","25.49","9h 46m"
"X2...1957","ut/salt-lake-city/KSLC","2019-11-21","47","35","41.59","0.10","29.55","38","26","29.55","16","10","25.76","9h 44m"
"X2...1958","ut/salt-lake-city/KSLC","2019-11-22","43","35","39.62","0.00","32.04","35","27","32.04","8","10","25.97","9h 42m"
"X2...1959","ut/salt-lake-city/KSLC","2019-11-23","49","31","37.83","0.00","28.75","32","26","28.75","8","10","26.04","9h 40m"
"X2...1960","ut/salt-lake-city/KSLC","2019-11-24","48","30","38.08","0.00","28.25","31","26","28.25","10","10","25.96","9h 39m"
"X2...1961","ut/salt-lake-city/KSLC","2019-11-25","38","26","32.36","0.00","28.57","33","21","28.57","26","10","25.63","9h 37m"
"X2...1962","ut/salt-lake-city/KSLC","2019-11-26","32","20","27.04","0.12","19.6","21","15","19.6","12","10","25.61","9h 35m"
"X2...1963","ut/salt-lake-city/KSLC","2019-11-27","37","30","32.57","0.00","28.33","32","15","28.33","28","10","25.4","9h 34m"
"X2...1964","ut/salt-lake-city/KSLC","2019-11-28","36","32","32.73","0.22","31.33","32","30","31.33","20","10","25.47","9h 32m"
"X2...1965","ut/salt-lake-city/KSLC","2019-11-29","39","31","33.4","0.43","30.93","34","25","30.93","18","10","25.48","9h 31m"
"X2...1966","ut/salt-lake-city/KSLC","2019-11-30","35","24","29.04","0.28","22.58","25","18","22.58","15","10","25.9","9h 29m"
"X2...1967","ut/salt-lake-city/KSLC","2019-12-01","37","23","26.67","0.00","19.71","23","17","19.71","9","10","25.93","9h 28m"
"X2...1968","ut/salt-lake-city/KSLC","2019-12-02","35","27","31.21","0.00","24.63","28","22","24.63","8","10","25.93","9h 27m"
"X2...1969","ut/salt-lake-city/KSLC","2019-12-03","40","30","33.29","0.00","28.36","31","27","28.36","8","10","25.99","9h 26m"
"X2...1970","ut/salt-lake-city/KSLC","2019-12-04","33","25","29.78","0.00","28.17","32","23","28.17","7","5","25.86","9h 24m"
"X2...1971","ut/salt-lake-city/KSLC","2019-12-05","37","33","34.88","0.15","33.45","35","31","33.45","7","3","25.94","9h 23m"
"X2...1972","ut/salt-lake-city/KSLC","2019-12-06","48","33","36.52","0.11","34.78","38","32","34.78","10","7","25.97","9h 22m"
"X2...1973","ut/salt-lake-city/KSLC","2019-12-07","36","29","32.15","0.00","31.38","34","28","31.38","10","10","25.83","9h 21m"
"X2...1974","ut/salt-lake-city/KSLC","2019-12-08","42","32","35.2","0.00","33.93","38","31","33.93","17","10","25.7","9h 20m"
"X2...1975","ut/salt-lake-city/KSLC","2019-12-09","43","31","37.33","0.25","31","36","27","31","10","10","25.9","9h 20m"
"X2...1976","ut/salt-lake-city/KSLC","2019-12-10","46","29","34.96","0.00","27.21","31","25","27.21","9","10","25.97","9h 19m"
"X2...1977","ut/salt-lake-city/KSLC","2019-12-11","42","28","33.96","0.00","27.52","31","24","27.52","14","10","25.89","9h 18m"
"X2...1978","ut/salt-lake-city/KSLC","2019-12-12","45","38","41.23","0.00","34.19","39","26","34.19","20","10","25.84","9h 17m"
"X2...1979","ut/salt-lake-city/KSLC","2019-12-13","45","37","40.52","0.30","34.3","37","29","34.3","9","10","25.88","9h 17m"
"X2...1980","ut/salt-lake-city/KSLC","2019-12-14","41","30","34.92","0.00","31.8","37","25","31.8","21","10","25.62","9h 16m"
"X2...1981","ut/salt-lake-city/KSLC","2019-12-15","32","25","29.44","0.33","21.56","25","18","21.56","13","10","25.82","9h 16m"
"X2...1982","ut/salt-lake-city/KSLC","2019-12-16","33","23","28.36","0.03","19.57","24","13","19.57","13","10","26.15","9h 15m"
"X2...1983","ut/salt-lake-city/KSLC","2020-10-27","45","26","34.88","0.00","16.04","20","10","16.04","10","10","25.95","10h 37m"
"X2...1984","ut/salt-lake-city/KSLC","2020-10-28","54","30","41.21","0.00","22.54","30","18","22.54","12","10","25.95","10h 34m"
